source,label_s,target,label_t
https://www.manuscripta.se/place/100120,Nådendal,https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal
https://www.manuscripta.se/place/100120,Nådendal,../ms/100225,A 49
https://www.manuscripta.se/place/100120,Nådendal,../ms/100228,A 58
https://www.manuscripta.se/place/100121,Västerås,/,Home
https://www.manuscripta.se/place/100121,Västerås,/search,Search
https://www.manuscripta.se/place/100121,Västerås,https://www.wikidata.org/wiki/Q25412,https://www.wikidata.org/wiki/Q25412
https://www.manuscripta.se/place/100121,Västerås,https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal
https://www.manuscripta.se/place/100121,Västerås,../ms/100381,B 27
https://www.manuscripta.se/place/100122,Växjö,/,Home
https://www.manuscripta.se/place/100122,Växjö,/search,Search
https://www.manuscripta.se/place/100122,Växjö,https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal
https://www.manuscripta.se/place/100122,Växjö,../ms/100300,B 107
https://www.manuscripta.se/place/FEL,HTTP ERROR 404 Document /db/apps/manuscripta-editor/place/FEL not found,https://eclipse.org/jetty,Powered by Jetty:// 9.4.44.v20210927
