web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642686941-542","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alþingisbækur Íslands","https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingisb%C3%A6kur+%C3%8Dslands"
"1642686986-1072","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","Árni Magnússon","https://handrit.is/en/biography/view/ArnMag001"
"1642686941-567","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Andra saga (2)","https://handrit.is/en/manuscript/list/uniform?v=Andra+saga"
"1642686941-467","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Af kóngssyni ok kóngsdóttur","https://handrit.is/en/manuscript/list/uniform?v=Af+k%C3%B3ngssyni+ok+k%C3%B3ngsd%C3%B3ttur"
"1642687054-1472","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY"
"1642687013-1168","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/admin"
"1642686947-764","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 673 b 4to","https://handrit.is/en/manuscript/view/AM04-0673-b"
"1642687013-1224","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","11","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/11?t:ac=ArnMag001"
"1642687091-2186","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/is/AM02-0165a"
"1642687061-1671","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY"
"1642686978-1026","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","handrit.is","https://handrit.is/is/"
"1642686941-664","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Auðnubraut æskunnar (2)","https://handrit.is/en/manuscript/list/uniform?v=Au%C3%B0nubraut+%C3%A6skunnar"
"1642687082-2026","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","Statistics","https://handrit.is/en/statistics"
"1642687020-1256","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265","1700-1730","1700","1730","Sækja XML færslu","https://handrit.is/is/manuscript/xml/AM08-265-en.xml"
"1642686966-896","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=KKKat"
"1642687061-1654","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content"
"1642686941-563","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Andlátsfregn séra Lárus Mikael Sigmundsson Johnsen","https://handrit.is/en/manuscript/list/uniform?v=Andl%C3%A1tsfregn+s%C3%A9ra+L%C3%A1rus+Mikael+Sigmundsson+Johnsen"
"1642686932-375","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115","1818","1818","null","«","https://handrit.is/is/manuscript/view/en/Rask114"
"1642686999-1129","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200","1590-1610","1590","1610","","https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM02-0200"
"1642687035-1302","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353","1700-1715","1700","1715","Hjem","https://handrit.is/da/"
"1642687013-1223","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","10","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/10?t:ac=ArnMag001"
"1642687079-1944","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges Gamla Lagar 11","https://handrit.is/en/bibliography/view/CorpJur11","1485-1499","1485","1499","","https://handrit.is/en/bibliography/view.outerlayout.language/da?t:ac=CorpJur11"
"1642687064-1768","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3"
"1642687064-1761","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10"
"1642686927-338","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","","https://handrit.is/en/manuscript/view/is/JS04-0401-II"
"1642686999-1125","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200","1590-1610","1590","1610","Heim","https://handrit.is/is/"
"1642687020-1244","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265","1700-1730","1700","1730","handrit.is","https://handrit.is/is/"
"1642687054-1506","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5"
"1642687052-1400","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY"
"1642686947-800","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs 72 4to","https://handrit.is/en/manuscript/view/is/Lbs04-0072"
"1642687091-2183","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0164h"
"1642686986-1089","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","»","https://handrit.is/en/manuscript/view/en/AM02-0200"
"1642687087-2125","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","6","https://handrit.is/en/manuscript/list.browser.pager/6?t:ac=keyword/log"
"1642686958-872","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","Statistics","https://handrit.is/en/statistics"
"1642687064-1774","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","«","https://handrit.is/en/manuscript/view/en/AM04-0045"
"1642686941-427","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Ad nonam","https://handrit.is/en/manuscript/list/uniform?v=Ad+nonam"
"1642686969-933","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","Show All","https://handrit.is/en/manuscript/list/keyword/sagnfr?showall.browser=1"
"1642687093-2227","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","","https://handrit.is/en/biography/xml/FreRos001"
"1642687059-1600","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content"
"1642686941-597","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Annalistic Notes Concerning Denmark","https://handrit.is/en/manuscript/list/uniform?v=Annalistic+Notes+Concerning+Denmark"
"1642687045-1327","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","»","https://handrit.is/en/manuscript/view/en/AM04-0047","1485-1499","1485","1499","","https://handrit.is/en/admin"
"1642686953-827","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","»","https://handrit.is/en/manuscript/view/en/AM02-0202-g","1600-1650","1600","1650","","https://handrit.is/en/manuscript/list/keyword/forn"
"1642687059-1593","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY"
"1642686941-552","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Amicus och Amelius","https://handrit.is/en/manuscript/list/uniform?v=Amicus+och+Amelius"
"1642687091-2166","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-007"
"1642686944-684","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/admin","1818","1818","null","","https://handrit.is/en/admin"
"1642686947-752","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 132 fol.","https://handrit.is/en/manuscript/view/is/AM02-0132"
"1642687069-1847","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Search","https://handrit.is/en/search/regular"
"1642686969-978","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","AM 85 4to","https://handrit.is/en/manuscript/view/AM04-0085"
"1642686941-487","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Agnesar saga meyiar","https://handrit.is/en/manuscript/list/uniform?v=Agnesar+saga+meyiar"
"1642686947-767","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 738 4to","https://handrit.is/en/manuscript/view/is/AM04-0738"
"1642687087-2108","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-0315-f"
"1642686947-730","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs 72 4to","https://handrit.is/en/manuscript/view/is/Lbs04-0072"
"1642687084-2028","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","","https://handrit.is/en/admin"
"1642687052-1445","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","»","https://handrit.is/en/manuscript/view/en/AM04-0047"
"1642686969-980","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/da/AM04-0086"
"1642686947-797","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","View All","https://handrit.is/en/manuscript/list/collection/KG"
"1642686955-855","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","«","https://handrit.is/en/manuscript/view/en/AM02-0200","1600-1650","1600","1650","Statistics","https://handrit.is/en/statistics"
"1642686941-569","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Andrahaus","https://handrit.is/en/manuscript/list/uniform?v=Andrahaus"
"1642687054-1477","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","More Details","https://handrit.is/en/biography/view/FreRos001"
"1642687061-1688","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","(148v-163v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content"
"1642687061-1670","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY"
"1642686986-1069","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","More Details","https://handrit.is/en/biography/view/WilWor001"
"1642686930-355","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115","1818","1818","null","Rasmus Rask","https://handrit.is/da/biography/view/RasRas001"
"1642687054-1485","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","Canon law","https://handrit.is/en/manuscript/list/keyword/klog"
"1642686944-687","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/admin","1818","1818","null","Search","https://handrit.is/en/search/regular"
"1642686941-540","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alþingis og héraðsdómar 1489-1746","https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingis+og+h%C3%A9ra%C3%B0sd%C3%B3mar+1489-1746"
"1642686941-619","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Argenis","https://handrit.is/en/manuscript/list/uniform?v=Argenis"
"1642687076-1934","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0053"
"1642687059-1637","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4"
"1642687048-1371","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","«","https://handrit.is/en/manuscript/view/en/AM04-0045","1485-1499","1485","1499","Remedies","https://handrit.is/en/manuscript/view/en/AM04-0045#section_3"
"1642686941-452","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Aðskiljanlegar Historiur","https://handrit.is/en/manuscript/list/uniform?v=A%C3%B0skiljanlegar+Historiur"
"1642687056-1528","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content"
"1642686953-824","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","»","https://handrit.is/en/manuscript/view/en/AM02-0202-g","1600-1650","1600","1650","More Details","https://handrit.is/en/biography/view/SilHuf001"
"1642686917-292","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","«","https://handrit.is/en/manuscript/view/en/Rask114","1818","1818","null","No Title","https://handrit.is/en/manuscript/view/en/Rask114#section_1"
"1642687016-1228","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","handrit.org","https://handrit.is/da/"
"1642687064-1764","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Send Feedback on Manuscript","https://handrit.is/en/popup/feedback/en/AM04-0046"
"1642686941-499","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alcuini de virtutibus et vitiis liber","https://handrit.is/en/manuscript/list/uniform?v=Alcuini+de+virtutibus+et+vitiis+liber"
"1642687066-1808","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","","https://handrit.is/en/manuscript/list/keyword/kvad"
"1642686947-733","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs fragm 82","https://handrit.is/en/manuscript/view/is/LbsFragm-0082"
"1642686966-880","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","","https://handrit.is/en/bibliography/view.outerlayout.language/da?t:ac=KKKat"
"1642687038-1316","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353","1700-1715","1700","1715","Vafra","https://handrit.is/is/manuscript/browse/uniform"
"1642687013-1198","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/manuscript/view/da/Acc-0015"
"1642686958-864","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","View Images","https://handrit.is/en/manuscript/imaging/en/AM02-0201"
"1642687084-2035","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","Shelfmark","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=CorpJur3"
"1642687064-1748","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3"
"1642687087-2078","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0240"
"1642687013-1207","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","AM 1 d alfa fol.","https://handrit.is/en/manuscript/view/AM02-0001-d-alpha"
"1642687064-1758","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Frederik Rostgaard","https://handrit.is/en/biography/view/FreRos001"
"1642687082-2017","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0058"
"1642686969-961","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/imaging/is/AM02-0207a"
"1642687091-2195","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0218"
"1642687061-1667","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY"
"1642686941-495","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Ajax saga keisarasonar (8)","https://handrit.is/en/manuscript/list/uniform?v=Ajax+saga+keisarasonar"
"1642686975-1014","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201","1600-1650","1600","1650","Om handrit.org","https://handrit.is/da/about"
"1642687028-1299","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","«","https://handrit.is/en/manuscript/view/en/AM04-0352","1700-1715","1700","1715","Statistics","https://handrit.is/en/statistics"
"1642687082-2006","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0039"
"1642687069-1852","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content"
