source_label,source,target_label,target
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6
Browse,https://handrit.is/en/manuscript/browse/uniform,"Annales Danici Sorani",https://handrit.is/en/manuscript/list/uniform?v=Annales+Danici+Sorani
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,,https://handrit.is/en/admin
"More Details",https://handrit.is/en/biography/view/ArnMag001,190,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/190?t:ac=ArnMag001
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Browse,https://handrit.is/en/manuscript/browse/uniform
«,https://handrit.is/en/manuscript/view/en/AM04-0045,Laws,https://handrit.is/en/manuscript/list/keyword/log
«,https://handrit.is/en/manuscript/view/en/AM04-0352,handrit.is,https://handrit.is/en/
Statistics,https://handrit.is/en/statistics,,https://handrit.is/en/admin
»,https://handrit.is/en/manuscript/view/en/AM02-0202-g,»,https://handrit.is/en/manuscript/view/en/AM02-0202-h
Browse,https://handrit.is/en/manuscript/browse/uniform,"Annes og eyjar",https://handrit.is/en/manuscript/list/uniform?v=Annes+og+eyjar
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,"Title and details",https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=KKKat
About,https://handrit.is/en/about,,https://handrit.is/en/about.outerlayout.language/da
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,About,https://handrit.is/en/about
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/manuscript/view/da/AM04-0055
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Canon law",https://handrit.is/en/manuscript/list/keyword/klog
,https://handrit.is/en/manuscript/list/keyword/sagnfr,,https://handrit.is/en/manuscript/list.outerlayout.language/da?t:ac=keyword/sagnfr
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7
«,https://handrit.is/en/manuscript/view/en/AM08-263,"Download as XML",https://handrit.is/en/manuscript/xml/AM08-263-en.xml
Browse,https://handrit.is/en/manuscript/browse/uniform,"Abi male spirite!",https://handrit.is/en/manuscript/list/uniform?v=Abi+male+spirite%21
«,https://handrit.is/en/manuscript/view/en/AM04-0352,Search,https://handrit.is/en/search/regular
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115,Tölfræði,https://handrit.is/is/statistics
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,,https://handrit.is/en/bibliography/view.outerlayout.language/is?t:ac=CorpJur3
Browse,https://handrit.is/en/manuscript/browse/uniform,"Abúlkassem saga ríka",https://handrit.is/en/manuscript/list/uniform?v=Ab%C3%BAlkassem+saga+r%C3%ADka
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/manuscript/view/is/JS08-0292
Browse,https://handrit.is/en/manuscript/browse/uniform,"Aræ Multiscii Schedæ de Islandia",https://handrit.is/en/manuscript/list/uniform?v=Ar%C3%A6+Multiscii+Sched%C3%A6+de+Islandia
Browse,https://handrit.is/en/manuscript/browse/uniform,"Atli (2)",https://handrit.is/en/manuscript/list/uniform?v=Atli
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/klog
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/imaging/en/AM02-0310
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY
Browse,https://handrit.is/en/manuscript/browse/uniform,"Alexanders saga (18)",https://handrit.is/en/manuscript/list/uniform?v=Alexanders+saga
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,"Acc. 4 c I[2]",https://handrit.is/en/manuscript/view/Acc-0004-c-I-2
"Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur10,"AM 53 4to",https://handrit.is/en/manuscript/view/AM04-0053
handrit.is,https://handrit.is/en/,"Lbs 520 8vo",https://handrit.is/en/manuscript/view/is/Lbs08-0520
,https://handrit.is/en/manuscript/list/keyword/kvad,,https://handrit.is/en/manuscript/imaging/is/AM02-0114
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/view/da/AM04-0060
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115,handrit.org,https://handrit.is/da/
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/manuscript/imaging/is/JS04-0401-II
»,https://handrit.is/en/manuscript/view/en/AM08-266,»,https://handrit.is/en/manuscript/view/en/AM08-274
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"Frederik Rostgaard",https://handrit.is/en/biography/view/FreRos001
Browse,https://handrit.is/en/manuscript/browse/uniform,Austfirðingasögur,https://handrit.is/en/manuscript/list/uniform?v=Austfir%C3%B0ingas%C3%B6gur
Browse,https://handrit.is/en/manuscript/browse/uniform,"Agǫtu saga",https://handrit.is/en/manuscript/list/uniform?v=Ag%C7%ABtu+saga
Laws,https://handrit.is/en/manuscript/list/keyword/log,"AM 314 fol.",https://handrit.is/en/manuscript/view/AM02-0314
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,,https://handrit.is/en/admin
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/WEB_DISPLAY
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/manuscript/view/da/Acc-0023
«,https://handrit.is/en/manuscript/view/en/AM04-0045,Healing,https://handrit.is/en/manuscript/list/keyword/lakn
"No Title",https://handrit.is/en/manuscript/view/AM02-0200#section_1,About,https://handrit.is/en/about
Browse,https://handrit.is/en/manuscript/browse/uniform,"Af föðurs hjarta barn er borið …",https://handrit.is/en/manuscript/list/uniform?v=Af+f%C3%B6%C3%B0urs+hjarta+barn+er+bori%C3%B0+%E2%80%A6
"More Details",https://handrit.is/en/biography/view/ArnMag001,5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=ArnMag001
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY
Browse,https://handrit.is/en/manuscript/browse/uniform,"Annales Danici Sorani 1202-1347",https://handrit.is/en/manuscript/list/uniform?v=Annales+Danici+Sorani+1202-1347
"No Title",https://handrit.is/en/manuscript/view/AM02-0200#section_1,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200
"No Title",https://handrit.is/en/manuscript/view/Rask115#section_1,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115
handrit.is,https://handrit.is/en/,"View All",https://handrit.is/en/manuscript/list/collection/NKS
»,https://handrit.is/en/manuscript/view/en/AM02-0201,»,https://handrit.is/en/manuscript/view/en/AM02-0202-g
,https://handrit.is/en/manuscript/list/keyword/kvad,3,https://handrit.is/en/manuscript/list.browser.pager/3?t:ac=keyword/kvad
About,https://handrit.is/en/about,About,https://handrit.is/en/about
»,https://handrit.is/en/manuscript/view/en/AM08-266,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-266
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3
Browse,https://handrit.is/en/manuscript/browse/uniform,"Ad vesperas",https://handrit.is/en/manuscript/list/uniform?v=Ad+vesperas
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=FreRos001
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Search,https://handrit.is/en/search/regular
»,https://handrit.is/en/manuscript/view/en/AM08-266,,https://handrit.is/en/admin
handrit.is,https://handrit.is/en/,"AM 350 fol.",https://handrit.is/en/manuscript/view/is/AM02-0350
»,https://handrit.is/en/manuscript/view/en/AM04-0047,About,https://handrit.is/en/about
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115,»,https://handrit.is/is/manuscript/view/en/Rask116
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Statistics,https://handrit.is/en/statistics
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,"AM 309 fol.",https://handrit.is/en/manuscript/view/AM02-309
Browse,https://handrit.is/en/manuscript/browse/uniform,"Andreas Saga Postola",https://handrit.is/en/manuscript/list/uniform?v=Andreas+Saga+Postola
"No Title",https://handrit.is/en/manuscript/view/Rask115#section_1,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/Rask115
,https://handrit.is/en/manuscript/list/keyword/kvad,116,https://handrit.is/en/manuscript/list.browser.pager/116?t:ac=keyword/kvad
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
Search,https://handrit.is/en/search/regular,handrit.is,https://handrit.is/en/
Browse,https://handrit.is/en/manuscript/browse/uniform,"Auðunar þáttr",https://handrit.is/en/manuscript/list/uniform?v=Au%C3%B0unar+%C3%BE%C3%A1ttr
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/is/AM02-0315b
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur3
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/manuscript/view/da/AM02-0001-d-alpha
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201,"Vis billeder",https://handrit.is/da/manuscript/imaging/en/AM02-0201
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/imaging/da/AM04-0002
Browse,https://handrit.is/en/manuscript/browse/uniform,Angankári,https://handrit.is/en/manuscript/list/uniform?v=Angank%C3%A1ri
handrit.is,https://handrit.is/en/,"AM 325 II 4to",https://handrit.is/en/manuscript/view/AM04-0325-II
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,(1v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,Laws,https://handrit.is/en/manuscript/list/keyword/log
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200,"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/da/bibliography/view/KKKat
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Laws,https://handrit.is/en/manuscript/list/keyword/log
"More Details",https://handrit.is/en/biography/view/FreRos001,6,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/6?t:ac=FreRos001
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,Statistics,https://handrit.is/en/statistics
"More Details",https://handrit.is/en/biography/view/ArnMag001,Search,https://handrit.is/en/search/regular
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/WEB_DISPLAY
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353,Heim,https://handrit.is/is/
Browse,https://handrit.is/en/manuscript/browse/uniform,"Apocalypsis beati Ioannis Apostoli",https://handrit.is/en/manuscript/list/uniform?v=Apocalypsis+beati+Ioannis+Apostoli
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
handrit.is,https://handrit.is/en/,"JS 484 a 4to",https://handrit.is/en/manuscript/view/is/JS04-0484-a
Browse,https://handrit.is/en/manuscript/browse/uniform,"Afdrif Brands",https://handrit.is/en/manuscript/list/uniform?v=Afdrif+Brands
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,Browse,https://handrit.is/en/manuscript/browse/uniform
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/da/AM02-0307
«,https://handrit.is/en/manuscript/view/en/AM04-0352,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0352
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Statistics,https://handrit.is/en/statistics
»,https://handrit.is/en/manuscript/view/en/AM02-0202-g,"Rauðúlfs þáttr",https://handrit.is/en/manuscript/view/en/AM02-0202-g#part_2_section_1
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/view/da/AM02-0352
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265,«,https://handrit.is/is/manuscript/view/en/AM08-263
»,https://handrit.is/en/manuscript/view/en/AM04-0047,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0047
,https://handrit.is/en/manuscript/list/keyword/sagnfr,,https://handrit.is/en/manuscript/view/da/AM02-0330
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/view/da/AM02-0315-e
«,https://handrit.is/en/manuscript/view/en/AM04-0045,»,https://handrit.is/en/manuscript/view/en/AM04-0046
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,308,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/308?t:ac=KKKat
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,handrit.is,https://handrit.is/en/
Browse,https://handrit.is/en/manuscript/browse/uniform,"Ajax rímur keisarasonar og bræðra hans",https://handrit.is/en/manuscript/list/uniform?v=Ajax+r%C3%ADmur+keisarasonar+og+br%C3%A6%C3%B0ra+hans
Browse,https://handrit.is/en/manuscript/browse/uniform,"Andreas saga postola (13)",https://handrit.is/en/manuscript/list/uniform?v=Andreas+saga+postola
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265,Browse,https://handrit.is/da/manuscript/browse/uniform
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/manuscript/imaging/en/AM02-0001-e-alpha
«,https://handrit.is/en/manuscript/view/en/AM04-0045,About,https://handrit.is/en/about
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/da/AM02-0288
handrit.is,https://handrit.is/en/,"AM 431 12mo",https://handrit.is/en/manuscript/view/is/AM12-0431
Browse,https://handrit.is/en/manuscript/browse/uniform,"Additiones fra 1277, 1282 og 1283",https://handrit.is/en/manuscript/list/uniform?v=Additiones+fra+1277%2C+1282+og+1283
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,8,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/8?t:ac=KKKat
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,(164r-165r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/biography/xml/ArnMag001
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11
Statistics,https://handrit.is/en/statistics,Home,https://handrit.is/en/
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,»,https://handrit.is/en/manuscript/view/en/AM04-0047
Browse,https://handrit.is/en/manuscript/browse/uniform,"Adagilogicum Islandicum",https://handrit.is/en/manuscript/list/uniform?v=Adagilogicum+Islandicum
Laws,https://handrit.is/en/manuscript/list/keyword/log,5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/log
»,https://handrit.is/en/manuscript/view/en/AM02-0201,About,https://handrit.is/en/about
»,https://handrit.is/en/manuscript/view/en/AM04-0354,About,https://handrit.is/en/about
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,»,https://handrit.is/en/manuscript/view/en/AM04-0047
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,,https://handrit.is/en/manuscript/view/da/Acc-0001
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY
Browse,https://handrit.is/en/manuscript/browse/uniform,"Almanak nítjándu og tuttugustu aldar",https://handrit.is/en/manuscript/list/uniform?v=Almanak+n%C3%ADtj%C3%A1ndu+og+tuttugustu+aldar
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,Statistics,https://handrit.is/en/statistics
Statistics,https://handrit.is/en/statistics,2,https://handrit.is/en/statistics.grid_0.pager/2
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY
»,https://handrit.is/en/manuscript/view/en/AM08-266,About,https://handrit.is/en/about
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,(27r-147v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200,,https://handrit.is/da/manuscript/view.outerlayout.language/en?t:ac=en/AM02-0200
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Laws,https://handrit.is/en/manuscript/list/keyword/log
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,About,https://handrit.is/en/about
,https://handrit.is/en/manuscript/list/keyword/sagnfr,7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/sagnfr
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200,,https://handrit.is/is/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200
Browse,https://handrit.is/en/manuscript/browse/uniform,"Agöthu saga",https://handrit.is/en/manuscript/list/uniform?v=Ag%C3%B6thu+saga
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
«,https://handrit.is/en/manuscript/view/en/AM04-0045,Home,https://handrit.is/en/
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353,,https://handrit.is/is/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353
Browse,https://handrit.is/en/manuscript/browse/uniform,"Af Eiriki rauða",https://handrit.is/en/manuscript/list/uniform?v=Af+Eiriki+rau%C3%B0a
Browse,https://handrit.is/en/manuscript/browse/uniform,"Aldrei sá eg mjórri mann",https://handrit.is/en/manuscript/list/uniform?v=Aldrei+s%C3%A1+eg+mj%C3%B3rri+mann
"More Details",https://handrit.is/en/biography/view/ArnMag001,11,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/11?t:ac=ArnMag001
"Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur10,,https://handrit.is/en/bibliography/view.outerlayout.language/is?t:ac=CorpJur10
Browse,https://handrit.is/en/manuscript/browse/uniform,"Axarhamarskvæði (5)",https://handrit.is/en/manuscript/list/uniform?v=Axarhamarskv%C3%A6%C3%B0i
,https://handrit.is/en/manuscript/list/keyword/sagnfr,,https://handrit.is/en/manuscript/view/da/AM04-0045
Laws,https://handrit.is/en/manuscript/list/keyword/log,Keyword,https://handrit.is/en/manuscript/browse/keyword
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,Home,https://handrit.is/en/
Browse,https://handrit.is/en/manuscript/browse/uniform,"Andrarímur (fornu)",https://handrit.is/en/manuscript/list/uniform?v=Andrar%C3%ADmur+%28fornu%29
Browse,https://handrit.is/en/manuscript/browse/uniform,Organizations,https://handrit.is/en/manuscript/browse/orgs
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/manuscript/view/da/AM04-0018
Browse,https://handrit.is/en/manuscript/browse/uniform,"Atlamál (7)",https://handrit.is/en/manuscript/list/uniform?v=Atlam%C3%A1l
"More Details",https://handrit.is/en/biography/view/ArnMag001,"Title and details",https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=ArnMag001
,https://handrit.is/en/manuscript/list/keyword/sagnfr,3,https://handrit.is/en/manuscript/list.browser.pager/3?t:ac=keyword/sagnfr
handrit.is,https://handrit.is/en/,,https://handrit.is/en/institution/collectionsview/LIH
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/view/is/AM02-0355b
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,handrit.is,https://handrit.is/en/
Laws,https://handrit.is/en/manuscript/list/keyword/log,"AM 162 L fol.",https://handrit.is/en/manuscript/view/AM02-0162-L
"More Details",https://handrit.is/en/biography/view/ArnMag001,Browse,https://handrit.is/en/manuscript/browse/uniform
Browse,https://handrit.is/en/manuscript/browse/uniform,"Aldrias táttur",https://handrit.is/en/manuscript/list/uniform?v=Aldrias+t%C3%A1ttur
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/manuscript/view/da/AM02-0001-a
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
Laws,https://handrit.is/en/manuscript/list/keyword/log,"AM 307 fol.",https://handrit.is/en/manuscript/view/AM02-0307
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353,"Gera athugasemdir við Handrit",https://handrit.is/is/popup/feedback/en/AM04-0353
About,https://handrit.is/en/about,handrit.is,https://handrit.is/en/
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353,"Om handrit.org",https://handrit.is/da/about
«,https://handrit.is/en/manuscript/view/en/AM02-0200,«,https://handrit.is/en/manuscript/view/en/AM02-020-h
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,Keyword,https://handrit.is/en/manuscript/browse/keyword
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/HIGH_QUALITY_DISPLAY
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,»,https://handrit.is/en/manuscript/view/en/AM04-0047
