source_label,source,target_label,target
"Nornagests þáttr",https://handrit.is/en/manuscript/view/en/AM02-0202-g#part_1_section_1,"Nornagests þáttr",https://handrit.is/en/manuscript/view/en/AM02-0202-g#part_1_section_1
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
"AM 242 fol.",https://handrit.is/en/manuscript/view/AM02-0242,"AM 242 fol.",https://handrit.is/en/manuscript/view/AM02-0242
,https://handrit.is/en/manuscript/view/da/AM02-0420,,https://handrit.is/en/manuscript/view/da/AM02-0420
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY
"About the BookReader",https://openlibrary.org/dev/docs/bookreader,"About the BookReader",https://openlibrary.org/dev/docs/bookreader
Home,https://handrit.is/en/,Home,https://handrit.is/en/
Search,https://handrit.is/en/search/regular,Search,https://handrit.is/en/search/regular
"AM 304 fol.",https://handrit.is/en/manuscript/view/AM02-0304,"AM 304 fol.",https://handrit.is/en/manuscript/view/AM02-0304
Home,https://handrit.is/en/,Home,https://handrit.is/en/
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/HIGH_QUALITY_DISPLAY
,https://handrit.is/en/manuscript/view/is/AM02-0125,,https://handrit.is/en/manuscript/view/is/AM02-0125
"Arendals forordning",https://handrit.is/en/manuscript/list/uniform?v=Arendals+forordning,"Arendals forordning",https://handrit.is/en/manuscript/list/uniform?v=Arendals+forordning
"GKS 2365 4to",https://handrit.is/en/manuscript/view/is/GKS04-2365,"GKS 2365 4to",https://handrit.is/en/manuscript/view/is/GKS04-2365
"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0354-en.xml,"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0354-en.xml
"AM 310 fol.",https://handrit.is/en/manuscript/view/AM02-0310,"AM 310 fol.",https://handrit.is/en/manuscript/view/AM02-0310
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
"Annáll 1400-1586",https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1ll+1400-1586,"Annáll 1400-1586",https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1ll+1400-1586
10,https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/log,10,https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/log
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-266,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-266
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY
,https://handrit.is/en/manuscript/view/is/JS04-0402,,https://handrit.is/en/manuscript/view/is/JS04-0402
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
Leita,https://handrit.is/is/search/regular,Leita,https://handrit.is/is/search/regular
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
Søg,https://handrit.is/da/search/regular,Søg,https://handrit.is/da/search/regular
"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11,"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11
,https://handrit.is/en/manuscript/view/da/AM02-0001-b,,https://handrit.is/en/manuscript/view/da/AM02-0001-b
»,https://handrit.is/en/manuscript/view/en/AM04-0355,»,https://handrit.is/en/manuscript/view/en/AM04-0355
Keyword,https://handrit.is/en/manuscript/browse/keyword,Keyword,https://handrit.is/en/manuscript/browse/keyword
"Aldarfarsbók Páls lögmanns Vídalíns",https://handrit.is/en/manuscript/list/uniform?v=Aldarfarsb%C3%B3k+P%C3%A1ls+l%C3%B6gmanns+V%C3%ADdal%C3%ADns,"Aldarfarsbók Páls lögmanns Vídalíns",https://handrit.is/en/manuscript/list/uniform?v=Aldarfarsb%C3%B3k+P%C3%A1ls+l%C3%B6gmanns+V%C3%ADdal%C3%ADns
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8
,https://handrit.is/en/manuscript/view/is/AM02-0241a-II,,https://handrit.is/en/manuscript/view/is/AM02-0241a-II
,https://handrit.is/en/manuscript/view/da/AM04-0049,,https://handrit.is/en/manuscript/view/da/AM04-0049
(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/log,9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/log
"Af ágirnd Absalons erkibiskups ok af einum bónda",https://handrit.is/en/manuscript/list/uniform?v=Af+%C3%A1girnd+Absalons+erkibiskups+ok+af+einum+b%C3%B3nda,"Af ágirnd Absalons erkibiskups ok af einum bónda",https://handrit.is/en/manuscript/list/uniform?v=Af+%C3%A1girnd+Absalons+erkibiskups+ok+af+einum+b%C3%B3nda
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
About,https://handrit.is/en/about,About,https://handrit.is/en/about
,https://handrit.is/en/admin,,https://handrit.is/en/admin
"AM 30 8vo",https://handrit.is/en/manuscript/view/AM08-030,"AM 30 8vo",https://handrit.is/en/manuscript/view/AM08-030
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
"ÍBR 1 4to",https://handrit.is/en/manuscript/view/is/IBR04-0001,"ÍBR 1 4to",https://handrit.is/en/manuscript/view/is/IBR04-0001
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3
«,https://handrit.is/en/manuscript/view/en/Rask113,«,https://handrit.is/en/manuscript/view/en/Rask113
"Andra rímur (6)",https://handrit.is/en/manuscript/list/uniform?v=Andra+r%C3%ADmur,"Andra rímur (6)",https://handrit.is/en/manuscript/list/uniform?v=Andra+r%C3%ADmur
"Mass of the Five Wounds",https://handrit.is/en/manuscript/view/en/AM04-0045#section_4,"Mass of the Five Wounds",https://handrit.is/en/manuscript/view/en/AM04-0045#section_4
,https://handrit.is/da/admin,,https://handrit.is/da/admin
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
"Ítarlegri upplýsingar",https://handrit.is/is/biography/view/RasRas001,"Ítarlegri upplýsingar",https://handrit.is/is/biography/view/RasRas001
Home,https://handrit.is/en/,Home,https://handrit.is/en/
2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=FreRos001,2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=FreRos001
6,https://handrit.is/en/manuscript/list.browser.pager/6?t:ac=keyword/klog,6,https://handrit.is/en/manuscript/list.browser.pager/6?t:ac=keyword/klog
(164r-165r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,(164r-165r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
"AM 49 4to",https://handrit.is/en/manuscript/view/AM04-0049,"AM 49 4to",https://handrit.is/en/manuscript/view/AM04-0049
"Skånelagen med Andreas Sunessons latinska bearbetning, Skånska Kyrkarätten och Stadsrätten, samt åtskilliga stadgar för Skåne. Codex Juris Scanici expositio latine conscripta ab Andrea Sunonis f. archiepiscopo Lundensi, Codices juris ecclesiastici ac urbici Scaniae, et statuta diversa Scaniam spectantia, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur9,"Skånelagen med Andreas Sunessons latinska bearbetning, Skånska Kyrkarätten och Stadsrätten, samt åtskilliga stadgar för Skåne. Codex Juris Scanici expositio latine conscripta ab Andrea Sunonis f. archiepiscopo Lundensi, Codices juris ecclesiastici ac urbici Scaniae, et statuta diversa Scaniam spectantia, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur9
(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content,(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
Statistics,https://handrit.is/en/statistics,Statistics,https://handrit.is/en/statistics
"AM 9 4to",https://handrit.is/en/manuscript/view/AM04-0009,"AM 9 4to",https://handrit.is/en/manuscript/view/AM04-0009
3,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=KKKat,3,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=KKKat
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11
11,https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/kvad,11,https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/kvad
(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content,(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0046,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0046
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
"164r  (1 of 3)",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#,"164r  (1 of 3)",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#
"Download as XML",https://handrit.is/en/manuscript/xml/Rask115-en.xml,"Download as XML",https://handrit.is/en/manuscript/xml/Rask115-en.xml
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
handrit.is,https://handrit.is/is/,handrit.is,https://handrit.is/is/
,https://handrit.is/en/manuscript/view/is/AM02-0315c,,https://handrit.is/en/manuscript/view/is/AM02-0315c
"Ad laudes",https://handrit.is/en/manuscript/list/uniform?v=Ad+laudes,"Ad laudes",https://handrit.is/en/manuscript/list/uniform?v=Ad+laudes
"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
"AM 46 4to",https://handrit.is/en/manuscript/view/en/AM04-0046,"AM 46 4to",https://handrit.is/en/manuscript/view/en/AM04-0046
"View All",https://handrit.is/en/manuscript/list/collection/IBR,"View All",https://handrit.is/en/manuscript/list/collection/IBR
189,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/189?t:ac=ArnMag001,189,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/189?t:ac=ArnMag001
,https://handrit.is/is/admin,,https://handrit.is/is/admin
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
Aldahrollur,https://handrit.is/en/manuscript/list/uniform?v=Aldahrollur,Aldahrollur,https://handrit.is/en/manuscript/list/uniform?v=Aldahrollur
,https://handrit.is/en/manuscript/view/is/AM04-0138,,https://handrit.is/en/manuscript/view/is/AM04-0138
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
,https://handrit.is/en/admin,,https://handrit.is/en/admin
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3
"Om handrit.org",https://handrit.is/da/about,"Om handrit.org",https://handrit.is/da/about
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
Alþingisdómur.,https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingisd%C3%B3mur.,Alþingisdómur.,https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingisd%C3%B3mur.
Adagia,https://handrit.is/en/manuscript/list/uniform?v=Adagia,Adagia,https://handrit.is/en/manuscript/list/uniform?v=Adagia
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
"Rasmus Rask",https://handrit.is/en/biography/view/RasRas001,"Rasmus Rask",https://handrit.is/en/biography/view/RasRas001
,https://handrit.is/en/search/regular.outerlayout.language/is,,https://handrit.is/en/search/regular.outerlayout.language/is
"Sækja XML færslu",https://handrit.is/is/manuscript/xml/AM04-0353-en.xml,"Sækja XML færslu",https://handrit.is/is/manuscript/xml/AM04-0353-en.xml
24,https://handrit.is/en/manuscript/list.browser.pager/24?t:ac=keyword/log,24,https://handrit.is/en/manuscript/list.browser.pager/24?t:ac=keyword/log
24,https://handrit.is/en/manuscript/list.browser.pager/24?t:ac=keyword/log,24,https://handrit.is/en/manuscript/list.browser.pager/24?t:ac=keyword/log
"Afrit af vitinsburði um jörðina Munaðarnes.",https://handrit.is/en/manuscript/list/uniform?v=Afrit+af+vitinsbur%C3%B0i+um+j%C3%B6r%C3%B0ina+Muna%C3%B0arnes.,"Afrit af vitinsburði um jörðina Munaðarnes.",https://handrit.is/en/manuscript/list/uniform?v=Afrit+af+vitinsbur%C3%B0i+um+j%C3%B6r%C3%B0ina+Muna%C3%B0arnes.
,https://handrit.is/en/bibliography/view.outerlayout.language/da?t:ac=CorpJur10,,https://handrit.is/en/bibliography/view.outerlayout.language/da?t:ac=CorpJur10
Search,https://handrit.is/en/search/regular,Search,https://handrit.is/en/search/regular
,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM02-0201,,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM02-0201
,https://handrit.is/en/manuscript/list.outerlayout.language/is?t:ac=keyword/kvad,,https://handrit.is/en/manuscript/list.outerlayout.language/is?t:ac=keyword/kvad
"Annotiationes in psalmos",https://handrit.is/en/manuscript/list/uniform?v=Annotiationes+in+psalmos,"Annotiationes in psalmos",https://handrit.is/en/manuscript/list/uniform?v=Annotiationes+in+psalmos
8,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/8?t:ac=ArnMag001,8,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/8?t:ac=ArnMag001
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,"Canon law",https://handrit.is/en/manuscript/list/keyword/klog
Advanced,https://handrit.is/en/search/regular,Advanced,https://handrit.is/en/search/regular
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
"Acc. 4 c I[5]",https://handrit.is/en/manuscript/view/Acc-0004-c-I-5,"Acc. 4 c I[5]",https://handrit.is/en/manuscript/view/Acc-0004-c-I-5
"Almáttugur Guð andi þinn",https://handrit.is/en/manuscript/list/uniform?v=Alm%C3%A1ttugur+Gu%C3%B0+andi+%C3%BEinn,"Almáttugur Guð andi þinn",https://handrit.is/en/manuscript/list/uniform?v=Alm%C3%A1ttugur+Gu%C3%B0+andi+%C3%BEinn
"AM 468 4to",https://handrit.is/en/manuscript/view/AM04-0468,"AM 468 4to",https://handrit.is/en/manuscript/view/AM04-0468
,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM04-0353,,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM04-0353
7,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/7?t:ac=KKKat,7,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/7?t:ac=KKKat
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0045,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0045
"View All",https://handrit.is/en/manuscript/list/collection/AMDiplIsl,"View All",https://handrit.is/en/manuscript/list/collection/AMDiplIsl
(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content,(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
»,https://handrit.is/is/manuscript/view/en/AM04-0354,»,https://handrit.is/is/manuscript/view/en/AM04-0354
"AM 420 fol.",https://handrit.is/en/manuscript/view/AM02-0420,"AM 420 fol.",https://handrit.is/en/manuscript/view/AM02-0420
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY
"Thirty Days of Each Month",https://handrit.is/en/manuscript/view/en/AM04-0045#section_2,"Thirty Days of Each Month",https://handrit.is/en/manuscript/view/en/AM04-0045#section_2
Statistik,https://handrit.is/da/statistics,Statistik,https://handrit.is/da/statistics
«,https://handrit.is/en/manuscript/view/en/AM04-0046,«,https://handrit.is/en/manuscript/view/en/AM04-0046
,https://handrit.is/en/manuscript/view/da/AM04-0048,,https://handrit.is/en/manuscript/view/da/AM04-0048
"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0046-en.xml,"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0046-en.xml
,https://handrit.is/en/manuscript/view/da/AM04-0047,,https://handrit.is/en/manuscript/view/da/AM04-0047
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
"JS 337 4to",https://handrit.is/en/manuscript/view/is/JS04-0337,"JS 337 4to",https://handrit.is/en/manuscript/view/is/JS04-0337
117,https://handrit.is/en/manuscript/list.browser.pager/117?t:ac=keyword/kvad,117,https://handrit.is/en/manuscript/list.browser.pager/117?t:ac=keyword/kvad
,https://handrit.is/en/manuscript/view/is/AM02-0207a,,https://handrit.is/en/manuscript/view/is/AM02-0207a
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
3,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=ArnMag001,3,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=ArnMag001
"Almanök 1879-1891",https://handrit.is/en/manuscript/list/uniform?v=Alman%C3%B6k+1879-1891,"Almanök 1879-1891",https://handrit.is/en/manuscript/list/uniform?v=Alman%C3%B6k+1879-1891
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
,https://handrit.is/en/manuscript/imaging/en/AM04-0053,,https://handrit.is/en/manuscript/imaging/en/AM04-0053
"Download as XML",https://handrit.is/en/manuscript/xml/AM02-0200-en.xml,"Download as XML",https://handrit.is/en/manuscript/xml/AM02-0200-en.xml
"AM 46 4to",https://handrit.is/en/manuscript/view/AM04-0046,"AM 46 4to",https://handrit.is/en/manuscript/view/AM04-0046
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY
,https://handrit.is/en/manuscript/view/is/JS08-0290,,https://handrit.is/en/manuscript/view/is/JS08-0290
,https://handrit.is/da/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265,,https://handrit.is/da/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/HIGH_QUALITY_DISPLAY
,https://handrit.is/en/manuscript/imaging/en/AM04-0046,,https://handrit.is/en/manuscript/imaging/en/AM04-0046
"AM 122 b fol.",https://handrit.is/en/manuscript/view/is/AM02-0122b,"AM 122 b fol.",https://handrit.is/en/manuscript/view/is/AM02-0122b
,https://handrit.is/en/admin,,https://handrit.is/en/admin
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
6,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/6?t:ac=KKKat,6,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/6?t:ac=KKKat
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2
"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0047-en.xml,"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0047-en.xml
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
People,https://handrit.is/en/manuscript/browse/people,People,https://handrit.is/en/manuscript/browse/people
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Axar beitir loks nú lætur (2)",https://handrit.is/en/manuscript/list/uniform?v=Axar+beitir+loks+n%C3%BA+l%C3%A6tur,"Axar beitir loks nú lætur (2)",https://handrit.is/en/manuscript/list/uniform?v=Axar+beitir+loks+n%C3%BA+l%C3%A6tur
"ÍB 174 8vo",https://handrit.is/en/manuscript/view/is/IB08-0174,"ÍB 174 8vo",https://handrit.is/en/manuscript/view/is/IB08-0174
4,https://handrit.is/en/manuscript/list.browser.pager/4?t:ac=keyword/sagnfr,4,https://handrit.is/en/manuscript/list.browser.pager/4?t:ac=keyword/sagnfr
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/is/bibliography/view/KKKat,"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/is/bibliography/view/KKKat
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11
"JS 227 8vo",https://handrit.is/en/manuscript/view/is/JS08-0227,"JS 227 8vo",https://handrit.is/en/manuscript/view/is/JS08-0227
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY
"Aff eydom",https://handrit.is/en/manuscript/list/uniform?v=Aff+eydom,"Aff eydom",https://handrit.is/en/manuscript/list/uniform?v=Aff+eydom
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY
Arnkelsrímur,https://handrit.is/en/manuscript/list/uniform?v=Arnkelsr%C3%ADmur,Arnkelsrímur,https://handrit.is/en/manuscript/list/uniform?v=Arnkelsr%C3%ADmur
,https://handrit.is/en/institution/collectionsview/DAS,,https://handrit.is/en/institution/collectionsview/DAS
"Heiðreks saga: Hervarar saga ok Heiðreks konungs, STUAGNL",https://handrit.is/en/bibliography/view/STUAGNL48,"Heiðreks saga: Hervarar saga ok Heiðreks konungs, STUAGNL",https://handrit.is/en/bibliography/view/STUAGNL48
"Andreasdiktur (3)",https://handrit.is/en/manuscript/list/uniform?v=Andreasdiktur,"Andreasdiktur (3)",https://handrit.is/en/manuscript/list/uniform?v=Andreasdiktur
"A Dictionary of Old Norse Prose",https://handrit.is/en/manuscript/list/uniform?v=A+Dictionary+of+Old+Norse+Prose,"A Dictionary of Old Norse Prose",https://handrit.is/en/manuscript/list/uniform?v=A+Dictionary+of+Old+Norse+Prose
«,https://handrit.is/is/manuscript/view/en/AM02-020-h,«,https://handrit.is/is/manuscript/view/en/AM02-020-h
7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/kvad,7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/kvad
»,https://handrit.is/en/manuscript/view/en/AM04-0047,»,https://handrit.is/en/manuscript/view/en/AM04-0047
"Additiones from 1277, 1282, and 1283",https://handrit.is/en/manuscript/list/uniform?v=Additiones+from+1277%2C+1282%2C+and+1283,"Additiones from 1277, 1282, and 1283",https://handrit.is/en/manuscript/list/uniform?v=Additiones+from+1277%2C+1282%2C+and+1283
Statistics,https://handrit.is/en/statistics,Statistics,https://handrit.is/en/statistics
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
,https://handrit.is/en/manuscript/view/is/AM02-0344,,https://handrit.is/en/manuscript/view/is/AM02-0344
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
